epoch	link_F1_0	link_loss	loss	relation_F1_0_1_2_3	relation_F1_0_2	relation_loss	source_F1_0_1_2_3_4	source_loss	target_F1_0_1_2_3_4	target_loss
1	0.03382280707507555	0.3617474462699154	13.158951667258167	0.017869240375258187	0.017880615983195153	0.9913777078137234	0.2315003105426217	1.5561802231285018	0.21951779310524758	1.5817139877548299
2	0.0015123281101174142	0.1319775185340781	5.518308358082024	0.004275938678869459	0.006439418865878895	0.29657401587136856	0.256593601963772	1.2148939010815827	0.25592348929974706	1.2284493383683517
3	0.0017511170468864554	0.12280905767700157	5.019437927434443	0.0015517711346965982	0.0031035422693931965	0.25885121980451475	0.2653554803933737	1.158370379996103	0.2610577297827776	1.164393450673159
4	0.0	0.1195462416368642	4.822264645941752	0.00041589029852608843	0.0008317805970521769	0.24788697229909998	0.26857363682103624	1.1160516459668353	0.2703222630781625	1.1210286247625547
5	0.0	0.11710710521605949	4.677088124338921	0.0	0.0	0.2417180212291435	0.28008760673274363	1.0742919678570013	0.27625483117758626	1.0813368469246658
6	0.0	0.11702002070215524	4.565076845137083	0.0003199156138817038	0.0006398312277634076	0.23805085923012057	0.32594908897181646	1.0398826811394224	0.3217512197202872	1.042449455645797
7	0.0	0.11412894238447902	4.422410111748414	0.0008779905566194413	0.0017559811132388827	0.23799482846842315	0.3939860530245697	0.9789004695996154	0.40284450340792943	0.9630015350209927
8	0.008632643239356185	0.1136439639994652	4.308297829358921	0.0037918631180448984	0.007583726236089797	0.2342402298426831	0.41332964050210996	0.9403409632892091	0.4217916184711282	0.9265648926037374
9	0.009833840821917888	0.11178720071673838	4.235617622816407	0.0035409451882627784	0.007081890376525557	0.2316331277688926	0.4278312335443155	0.9133085490209104	0.4305684770176354	0.9082700986636265
10	0.016041482490291536	0.10923492486271606	4.139331670146309	0.005200879082539654	0.010401758165079308	0.2273011688169787	0.4416321877125947	0.8851943946531995	0.4363751097528897	0.8840829996882458
11	0.01765132810082674	0.10704135231620174	4.097600928259111	0.005174423843099955	0.009424647022295158	0.223786770587498	0.44090658009335865	0.877668502445325	0.43009026620739915	0.8850155200909388
12	0.022352411416516248	0.10606637456232972	4.0260864704379316	0.007777916773618082	0.014631632883331412	0.22193877024356437	0.4484446905336359	0.8577777369085194	0.4420505238281345	0.8524291111745826
13	0.020019219266118594	0.10469452017759084	3.9606244452684396	0.008872666522860749	0.013419657000791986	0.21782131809002547	0.4508128140993212	0.8524809907512015	0.4458750395155553	0.8338814347561985
14	0.016596724876250177	0.10488754452179175	3.9232324916440056	0.0056970317001662435	0.009478779213752083	0.21725178752684485	0.4575280472199451	0.8314883080622222	0.4477210361294332	0.8235609323571647
15	0.048790430486962674	0.1040468772306606	3.8833475363898664	0.01458899848191878	0.027306490619170506	0.2153598934388205	0.4582815748613854	0.8206322464277873	0.4509945641643491	0.813527924910739
16	0.031678014666711246	0.10206427571450756	3.8593947143036855	0.013922470214366317	0.018979233715922843	0.2127116568126766	0.45946505630718715	0.8239194393269014	0.4513319413675672	0.8122966961718506
17	0.02761154334963339	0.10140792957968398	3.8044478407495035	0.013237079692962084	0.016267806167541813	0.21031431610244114	0.45938550656910043	0.8076012986658861	0.4554226852179359	0.7974660989687359
