epoch	link_F1_0	link_loss	loss	relation_F1_0_1_2_3	relation_F1_0_2	relation_loss	source_F1_0_1_2_3_4	source_loss	target_F1_0_1_2_3_4	target_loss
1	0.027979277501496248	0.3445675057781196	12.851514511740458	0.018376248607017764	0.019284600930567344	0.9415304398470049	0.18398964009633753	1.6249207289637102	0.18496946323055197	1.704857429021973
2	0.00333546090509344	0.12277308233143772	5.442811016012197	0.00043777926172161385	0.0008755585234432277	0.26961030186983637	0.20170583414298185	1.31168648618823	0.20124596189224947	1.3271293412950529
3	0.0	0.11644552737208703	4.821615659337048	0.0	0.0	0.24455919962337686	0.26215278982021184	1.1388274143596961	0.26458509288831755	1.1300633960116693
4	0.0	0.1132680503103663	4.520692639411813	0.0005941289991675454	0.0011882579983350909	0.23327152267205514	0.33295674555223526	1.0341511448472938	0.2849092493923029	1.0476360237436597
5	0.001512328357589263	0.11038606872175773	4.266309174699354	0.006253792227813081	0.0032655774468983937	0.2259180573372248	0.5067320436523127	0.942349949597297	0.4505118510267859	0.9601966950656697
6	0.03466390969744304	0.1078845028390442	4.011348116388339	0.01692343542781041	0.0185848139770836	0.2204067290408325	0.5976508671036298	0.8434844706678505	0.5670211086819639	0.860381786393967
7	0.04193119959662252	0.10551951373616193	3.8304519265898054	0.029375172564773858	0.02236918209379622	0.21448111039131984	0.6122500060449206	0.787183257210023	0.6035086506557309	0.7957457995554346
8	0.0482786096607295	0.10337711446877645	3.705387122300447	0.031141296960772863	0.03770922562093467	0.21015702210424236	0.6308775260032108	0.7470072131303513	0.6184534920983837	0.7548349649309002
9	0.05414103637865036	0.10177935488990068	3.5961819795461802	0.03986048959778777	0.029702832407543445	0.206860432605065	0.648927413431158	0.7056293168187237	0.6356666625059441	0.7205671914118162
10	0.0732083134598351	0.0994998826081365	3.4800947188442617	0.05165436630122884	0.04613561168788172	0.20318424518450418	0.6657255198173878	0.6712184942304882	0.6629553235568866	0.6761670046294341
11	0.07384742036890092	0.09752278834519898	3.353785100343667	0.052150366587221254	0.044304135855505127	0.19743763515614182	0.7028661811403942	0.6377690023156852	0.7103442285071241	0.641056964070295
12	0.12162867167406242	0.09618330383879059	3.2854907207105715	0.08977181974311478	0.07125003180174709	0.19566281123390722	0.7250312418569489	0.6137127129835495	0.7344736272435808	0.6143732630479898
13	0.15611086588587564	0.09329938447355256	3.1743345644234786	0.09706563420510099	0.09202110067447858	0.18975931887919198	0.7579540612852437	0.5811737630003654	0.7528515967527671	0.5941856750028071
14	0.1393941541501821	0.0932743767152957	3.1207462276332327	0.0911401031829872	0.09041261301734986	0.18893789639808029	0.7791467319203669	0.5580220728644609	0.7690796953330354	0.5709227386515985
15	0.17538430329457189	0.09230982240002888	3.049489563628972	0.10476119373001859	0.11288362232460657	0.18666425601365816	0.7921390032989184	0.5392407077620693	0.7895140595807445	0.5400464889143006
16	0.17148644418599446	0.08929610186937421	2.962206449031449	0.12345882264704028	0.11056802171134501	0.18176940271999248	0.8035365888906212	0.5187524691132874	0.8060890487728036	0.5208707084863909
17	0.2144859180329472	0.08850025599001886	2.921615762916181	0.11672808795425818	0.11440934264678074	0.18032751240714737	0.8140673150332804	0.5000108878068985	0.8040889237597784	0.5120353227263599
18	0.19702626175307553	0.08868068987134292	2.8943089918472173	0.1207208668753937	0.1270102505440118	0.1798870357837739	0.8235172768642677	0.49153440911496354	0.81849340541614	0.49590996139015264
19	0.22932089321454144	0.0855464817802894	2.808427565999573	0.14573543809203687	0.1556516900799902	0.17415574652787089	0.8215204123873538	0.47272695438370665	0.8237512795991618	0.48395766627607684
20	0.24000990851205178	0.08445722722102106	2.730279881046083	0.18030422657689554	0.1805819896908698	0.17035505563488723	0.8435276445399772	0.4535957253459987	0.8306392023584889	0.4610846874274121
21	0.25281503184100595	0.08269486396350631	2.7005112971401544	0.1570568025874843	0.158097968489755	0.16891277203768182	0.8406602138423603	0.4478594410806569	0.8405318423905463	0.4498250058214811
22	0.29135646088917416	0.0824088621844922	2.642525448010962	0.2009267622807756	0.1975692045564022	0.16562783526837238	0.8420076434465013	0.4330757756380125	0.8398244106683046	0.43776881793156436
23	0.25283263538119766	0.08191579829833039	2.6436649948033306	0.17964587233593243	0.168187532331809	0.16592315056415546	0.8467616535915036	0.42758757087789	0.8408370396715635	0.4388772730405958
24	0.29711833437083424	0.08175878309006938	2.5956083299125607	0.19586743820868116	0.1935965882236223	0.1617708839783492	0.8505871565014014	0.42600421850228204	0.8438310775323694	0.4314117879786008
25	0.31401128901135555	0.07891487100751342	2.5605456493685845	0.20945344570324867	0.2186904720450685	0.16096279274554273	0.8578765279320002	0.40995286362647754	0.8493471437997812	0.4182626097632876
26	0.30848171366656196	0.07895475116528378	2.5149201532770795	0.18467533729079896	0.1923969815952053	0.15899848971304692	0.8604160618542347	0.39540743820680596	0.8618522932184	0.4045640537007108
27	0.3389010147289995	0.07892837382938306	2.5053349185694334	0.22770612852092065	0.2236610429502151	0.1590666631571324	0.8650182507612365	0.3952740875724976	0.8604666284425752	0.39232552811872273
28	0.3510980584466104	0.07740085689999938	2.460958163456489	0.22484816523253529	0.2339663644489339	0.15590032525132524	0.8692631056620543	0.38247482818525336	0.8688742964534553	0.39016014299067153
29	0.3504479390116624	0.07658178549947052	2.465275929698863	0.22961913456053687	0.2257984094553418	0.1551638078544411	0.8630190153727587	0.39331488849906043	0.8639678101543415	0.3881151387554742
30	0.352005611121233	0.07576141028154601	2.3956704928832453	0.22143336753869577	0.22330134194224108	0.1521592467224103	0.8712377616091407	0.3693482050013282	0.8716557703696115	0.37029325427417586
31	0.36158180649261507	0.07545011681260376	2.371283707052017	0.22826441846956438	0.21899443966420334	0.15057091298915937	0.8749157381049707	0.36643287596595964	0.8730821955930309	0.3627276785725255
32	0.3825252235744354	0.07338551441710744	2.347951311648828	0.24176715888154612	0.24429730682658646	0.14861632956230073	0.8765692890357518	0.36218327016931345	0.8775292006247781	0.36057428227544686
33	0.4132317213465723	0.07086385099580703	2.2928155900824727	0.2692874454890504	0.2651055328486733	0.14375416695623439	0.8779474921877538	0.3577163188753212	0.8806989946438537	0.3563937317477854
34	0.3930813799374666	0.0725498194961209	2.321326196939348	0.2380027352861285	0.23031545566681144	0.1466004465648888	0.8724956118436737	0.3551542267524596	0.8786061266670798	0.3563968696539028
35	0.3977685009551064	0.07111726784649795	2.2864562504019292	0.24116450246730814	0.23662514485683145	0.1424765055228222	0.877200667127984	0.35784289506178507	0.8760548214726144	0.35682771550250997
36	0.4352200670020944	0.06970157085736682	2.2717140880645132	0.26781762304676526	0.28629244922194363	0.14226615956930172	0.8814440070481777	0.34607292513026183	0.8801636105802169	0.3530200360095466
37	0.4011878995144474	0.07139689972218138	2.2710314201870783	0.2782212430215043	0.27422452960847754	0.14205533143808177	0.8813392191415843	0.3432958743889217	0.8816409442425768	0.3547205250687443
38	0.39596545202227984	0.07105853388248082	2.233576903309567	0.24888522177733405	0.24393782712898854	0.139565626621873	0.8846259461964593	0.34248734894016497	0.8832082980832571	0.34032552069985617
39	0.44482699778499385	0.06754831676979965	2.220733786869912	0.2971213315338019	0.29330708079842155	0.1376924632280264	0.882684727768467	0.3384367914744949	0.8804482456563356	0.34678836167255295
40	0.4446233840012717	0.06830107627274398	2.1860178435200988	0.2810917933835616	0.2722022671086515	0.13715775424130172	0.8880120971189819	0.325433177923566	0.8859886435842903	0.32796856013739206
41	0.4517214380999258	0.0664271849574705	2.1656175682860104	0.2862104860589464	0.2683308657812911	0.1352335953545088	0.8879388211554305	0.32111813972803516	0.8871700169791329	0.3291931658594539
42	0.4746088318454281	0.06653766114327195	2.11987593363091	0.2943416176918198	0.29632649428496477	0.13173799915697812	0.8931733603209203	0.31838336522302507	0.8930947850924276	0.31867623683744395
43	0.46025332599723096	0.06583373030681844	2.1267139924978173	0.2825181822956974	0.271476868524591	0.13210725590352654	0.8896298862157381	0.3188529536703149	0.8941490541237846	0.31803742821764874
44	0.49094758947700323	0.06553632098986076	2.10371701825893	0.34427041963551136	0.35214513634802436	0.12982410206867243	0.891717726234236	0.31521663422323715	0.8936168468506572	0.3179602068247775
